Company Name,Industry,CMP Rs.,Mar Cap Rs.Cr.,P/E,EV / EBITDA,Earnings Yield %,CMP / BV,ROE %,Sales growth %,Profit growth %,From 52w high,50 DMA Rs.,200 DMA Rs.,Last Close,Pivot,S1,S2,R1,R2,SMA50,SMA200,Trend,ATR,StopLoss,TargetPrice,_ticker,_fetched_at,_status
Saregama India Ltd,Media Entertainment & Publication,465.9,9000.98,43.74067,26.6,,5.410426,12.567,19.400000000000002,24.099999999999998,11.64,393.04,389.26,465.9,456.68,452.87,449.58,459.97,463.78,393.04,389.26,Uptrend,18.71,428.47,503.33,SAREGAMA.NS,2026-06-22 00:48:18,OK
Sun TV Network Ltd.,Media Entertainment & Publication,520.85,20606.68,14.302517,6.348,,1.6672832,11.85,-9.6,-37.4,21.17,553.68,560.85,520.85,522.33,517.57,513.23,526.67,531.43,553.68,560.85,Downtrend,12.4,526.0,545.64,SUNTV.NS,2026-06-22 00:48:18,OK
Zee Entertainment Enterprises Ltd.,Media Entertainment & Publication,113.36,10910.54,40.28014,23.932,,0.9181661,2.332,-7.3,,23.71,93.5,94.92,113.36,111.98,109.55,107.33,114.2,116.63,93.5,94.92,Sideways,6.88,99.61,127.11,ZEEL.NS,2026-06-22 00:48:19,OK
Adani Enterprises Ltd.,Metals & Mining,3038.4,415712.23,41.207672,37.129,,4.840016,13.664000000000001,20.3,,0.65,2640.29,2351.33,3038.4,2997.47,2953.93,2894.47,3056.93,3100.47,2640.29,2351.33,Uptrend,78.51,2881.39,3195.41,ADANIENT.NS,2026-06-22 00:48:20,OK
Gravita India Ltd.,Metals & Mining,1721.6,12615.35,33.3141,24.796,,5.1434493,16.680999,13.100000000000001,-3.2,11.67,1649.16,1647.24,1721.6,1713.77,1690.63,1654.87,1749.53,1772.67,1649.16,1647.24,Uptrend,51.89,1617.81,1825.39,GRAVITA.NS,2026-06-22 00:48:21,OK
Gujarat Mineral Development Corporation Ltd.,Metals & Mining,612.9,19487.04,20.36557,43.44,,2.7567964,14.188999999999998,-9.2,-14.299999999999999,20.6,665.81,587.04,612.9,620.85,613.25,607.45,626.65,634.25,665.81,587.04,Sideways,23.26,632.52,659.42,GMDCLTD.NS,2026-06-22 00:48:22,OK
Hindalco Industries Ltd.,Metals & Mining,1010.0,226790.66,16.847176,8.54,,1.6482106,10.288,20.4,-50.9,14.12,1059.5,906.51,1010.0,1008.3,999.2,989.9,1017.6,1026.7,1059.5,906.51,Sideways,31.69,1006.53,1073.39,HINDALCO.NS,2026-06-22 00:48:22,OK
Hindustan Copper Ltd.,Metals & Mining,511.15,49574.49,53.906414,33.361,,14.846512,30.602,58.099999999999994,136.60000000000002,32.64,545.32,459.14,511.15,512.1,506.6,503.5,515.2,520.7,545.32,459.14,Sideways,14.96,518.05,541.06,HINDCOPPER.NS,2026-06-22 00:48:23,OK
Hindustan Zinc Ltd.,Metals & Mining,563.55,238075.59,17.209835,10.558,,10.522139,76.941,43.0,67.5,21.71,602.96,549.12,563.55,570.0,566.5,561.55,574.95,578.45,602.96,549.12,Sideways,18.0,572.82,599.56,HINDZINC.NS,2026-06-22 00:48:24,OK
Jindal Stainless Ltd.,Metals & Mining,696.7,57589.98,18.074736,6.484,,12.794955,17.407,11.200000000000001,42.5,21.09,737.27,761.47,696.7,713.3,697.7,688.4,722.6,738.2,737.27,761.47,Downtrend,22.89,700.4,742.49,JSL.NS,2026-06-22 00:48:25,OK
Jindal Steel Ltd.,Metals & Mining,1137.7,116176.79,34.48505,13.773,,2.2820392,6.771999600000001,23.0,,12.9,1215.49,1115.62,1137.7,1135.37,1122.93,1113.97,1144.33,1156.77,1215.49,1115.62,Sideways,26.6,1154.72,1190.9,JINDALSTEL.NS,2026-06-22 00:48:26,OK
JSW Steel Ltd.,Metals & Mining,1287.7,316087.07,14.184009,12.659,,3.159076,27.261000000000003,14.2,991.8,3.03,1274.85,1191.0,1287.7,1291.67,1286.33,1278.77,1299.23,1304.57,1274.85,1191.0,Uptrend,26.55,1234.6,1340.8,JSWSTEEL.NS,2026-06-22 00:48:26,OK
Lloyds Metals And Energy Ltd.,Metals & Mining,1766.2,99516.21,26.42665,19.108,,7.1773734,36.945,405.5,604.8,6.43,1725.93,1382.41,1766.2,1756.2,1740.0,1723.8,1772.4,1788.6,1725.93,1382.41,Uptrend,49.06,1668.09,1864.31,LLOYDSME.NS,2026-06-22 00:48:27,OK
National Aluminium Co. Ltd.,Metals & Mining,376.0,69057.35,11.247382,7.606,,3.1959472,29.42,-4.8,-16.7,15.41,408.13,322.0,376.0,367.78,363.97,360.18,371.57,375.38,408.13,322.0,Sideways,15.43,387.72,406.86,NATIONALUM.NS,2026-06-22 00:48:28,OK
NMDC Ltd.,Metals & Mining,88.42,77877.92,10.458087,7.843,,2.2821662,23.363,61.9,37.7,9.3,89.68,79.74,88.42,88.54,87.91,87.29,89.16,89.79,89.68,79.74,Sideways,2.51,85.19,93.45,NMDC.NS,2026-06-22 00:48:29,OK
NMDC Steel Ltd.,Metals & Mining,46.88,13747.47,234.55,11.543,,1.0414956,0.447,36.7,,12.78,44.77,42.55,46.88,47.32,46.69,46.26,47.75,48.38,44.77,42.55,Uptrend,1.9,43.08,50.68,NSLNISP.NS,2026-06-22 00:48:29,OK
Sarda Energy and Minerals Ltd.,Metals & Mining,523.65,18466.54,16.70545,10.538,,2.5075963,15.998999999999999,-0.6,45.9,18.15,557.41,533.72,523.65,520.72,515.08,510.62,525.18,530.82,557.41,533.72,Sideways,14.58,529.54,552.81,SARDAEN.NS,2026-06-22 00:48:30,OK
Steel Authority of India Ltd.,Metals & Mining,180.05,74349.45,22.031824,8.802,,1.2804735,5.656000199999999,5.1,46.5,14.14,187.23,153.8,180.05,181.88,179.75,177.35,184.28,186.41,187.23,153.8,Sideways,5.9,177.87,191.84,SAIL.NS,2026-06-22 00:48:31,OK
Tata Steel Ltd.,Metals & Mining,198.96,248538.99,23.03815,10.153,,2.4349356,11.156998999999999,12.5,125.2,9.51,205.58,185.21,198.96,199.79,198.88,197.24,201.43,202.34,205.58,185.21,Sideways,4.42,195.3,207.8,TATASTEEL.NS,2026-06-22 00:48:32,OK
Vedanta Ltd.,Metals & Mining,300.8,117417.39,16.770775,5.346,,2.3652582,20.403999,-41.3,92.2,62.16,431.54,536.29,300.8,305.92,302.83,299.67,309.08,312.17,431.54,536.29,Downtrend,11.13,409.96,323.06,VEDL.NS,2026-06-22 00:48:33,OK
Adani Total Gas Ltd.,Oil Gas & Consumable Fuels,727.3,79681.24,121.5604,70.02,,16.379173,14.456000999999999,16.1,8.5,15.39,667.9,600.18,727.3,718.25,696.5,668.65,746.1,767.85,667.9,600.18,Uptrend,31.57,664.15,790.45,ATGL.NS,2026-06-22 00:48:33,OK
Aegis Logistics Ltd.,Oil Gas & Consumable Fuels,1007.8,35345.7,39.335938,25.648,,5.9463706,15.258000999999998,52.2,45.800000000000004,0.81,751.45,730.58,1007.8,1002.95,993.95,981.0,1015.9,1024.9,751.45,730.58,Uptrend,44.4,919.0,1096.6,AEGISLOG.NS,2026-06-22 00:48:34,OK
Aegis Vopak Terminals Ltd.,Oil Gas & Consumable Fuels,238.35,26356.9,83.17483,43.617,,6.138364,10.788999500000001,54.2,47.9,21.08,202.34,228.84,238.35,240.85,235.56,228.01,248.4,253.69,202.34,228.84,Sideways,11.18,215.99,260.71,AEGISVOPAK.NS,2026-06-22 00:48:37,OK
Bharat Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,306.6,131125.63,5.0735655,3.858,,1.3094511,28.469,6.7,28.000000000000004,21.72,301.28,329.1,306.6,317.43,313.27,310.23,320.47,324.63,301.28,329.1,Sideways,7.92,290.76,322.44,BPCL.NS,2026-06-22 00:48:37,OK
Castrol India Ltd.,Oil Gas & Consumable Fuels,185.8,18387.78,19.164948,12.669,,9.676244,,8.7,3.8,16.38,183.27,185.03,185.8,184.74,183.57,182.58,185.73,186.9,183.27,185.03,Sideways,2.0,181.79,189.81,CASTROLIND.NS,2026-06-22 00:48:38,OK
Coal India Ltd.,Oil Gas & Consumable Fuels,451.3,278586.14,8.958581,5.754,,2.3388348,28.124001999999997,16.2,12.9,8.13,458.37,415.55,451.3,453.28,449.07,446.13,456.22,460.43,458.37,415.55,Sideways,10.8,435.45,472.89,COALINDIA.NS,2026-06-22 00:48:39,OK
GAIL (India) Ltd.,Oil Gas & Consumable Fuels,173.9,114472.14,15.099741,11.919,,1.2844064,8.688,-2.4,-40.300000000000004,7.72,164.61,165.02,173.9,175.65,174.3,172.16,177.79,179.14,164.61,165.02,Sideways,4.01,165.88,181.92,GAIL.NS,2026-06-22 00:48:40,OK
Gujarat State Petronet Ltd.,Oil Gas & Consumable Fuels,,,,,,,,,,,,,,,,,,,,,,,,,DELISTED,,DELISTED
Gujarat Gas Ltd.,Oil Gas & Consumable Fuels,388.45,36487.8,1254.5161,12.585,,1.9755256,12.267999,21.099999999999998,32.6,22.62,379.33,398.21,388.45,399.02,394.78,389.87,403.93,408.17,379.33,398.21,Sideways,14.96,360.36,418.38,GUJGASLTD.NS,2026-06-22 00:48:41,OK
Hindustan Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,392.1,83570.23,4.63094,4.11,,1.2749927,30.929002,4.9,77.5,22.88,382.43,420.1,392.1,402.0,398.2,394.8,405.4,409.2,382.43,420.1,Sideways,11.66,368.78,415.42,HINDPETRO.NS,2026-06-22 00:48:42,OK
Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels,143.43,202752.75,4.6982985,4.201,,0.90062857,20.969999,6.7,78.10000000000001,23.14,141.81,151.75,143.43,146.18,145.11,144.11,147.18,148.25,141.81,151.75,Sideways,3.31,136.8,150.06,IOC.NS,2026-06-22 00:48:43,OK
Indraprastha Gas Ltd.,Oil Gas & Consumable Fuels,167.6,23405.22,15.088448,10.455,,2.0328555,13.926,5.4,-25.2,24.88,163.49,180.58,167.6,170.37,168.96,167.93,171.4,172.81,163.49,180.58,Sideways,4.04,159.51,175.69,IGL.NS,2026-06-22 00:48:43,OK
Mangalore Refinery & Petrochemicals Ltd.,Oil Gas & Consumable Fuels,154.19,27033.84,14.04827,5.702,,1.8971773,14.169,-3.4000000000000004,-68.2,27.27,161.5,159.12,154.19,159.74,156.99,154.92,161.81,164.56,161.5,159.12,Sideways,7.31,153.42,168.81,MRPL.NS,2026-06-22 00:48:44,OK
Mahanagar Gas Ltd.,Oil Gas & Consumable Fuels,1209.0,11953.1,14.21807,7.604,,1.8596895,13.627,4.5,-47.4,21.97,1107.91,1143.66,1209.0,1211.9,1203.8,1196.9,1218.8,1226.9,1107.91,1143.66,Sideways,33.04,1142.91,1275.09,MGL.NS,2026-06-22 00:48:45,OK
Oil & Natural Gas Corporation Ltd.,Oil Gas & Consumable Fuels,246.25,310040.99,7.486331,4.355,,0.8340101,12.703000000000001,1.9,47.8,19.92,278.66,254.0,246.25,245.05,243.25,241.2,247.1,248.9,278.66,254.0,Sideways,5.63,264.73,257.5,ONGC.NS,2026-06-22 00:48:46,OK
Oil India Ltd.,Oil Gas & Consumable Fuels,418.15,67984.07,10.271566,8.295,,1.1719823,12.742999999999999,5.2,60.4,21.25,472.83,441.13,418.15,419.28,415.77,410.93,424.12,427.63,472.83,441.13,Sideways,13.49,449.19,445.13,OIL.NS,2026-06-22 00:48:46,OK
Petronet LNG Ltd.,Oil Gas & Consumable Fuels,288.7,43237.5,11.05677,6.658,,1.9398496,18.559,-23.3,25.3,10.53,272.2,274.2,288.7,289.78,285.82,283.38,292.22,296.18,272.2,274.2,Sideways,6.63,275.43,301.97,PETRONET.NS,2026-06-22 00:48:47,OK
Reliance Industries Ltd.,Oil Gas & Consumable Fuels,1309.5,1774783.67,21.964495,12.211,,1.9631912,9.139,12.5,-12.6,18.38,1345.46,1415.83,1309.5,1328.0,1322.1,1316.1,1334.0,1339.9,1345.46,1415.83,Downtrend,25.78,1278.19,1361.07,RELIANCE.NS,2026-06-22 00:48:48,OK
Abbott India Ltd.,Pharma,26215.0,55790.04,35.896908,28.272,,11.686106,34.460998,6.5,7.6,28.16,26400.5,27991.4,26215.0,26205.0,25945.0,25745.0,26405.0,26665.0,26400.5,27991.4,Downtrend,521.07,25172.86,27257.14,ABBOTINDIA.NS,2026-06-22 00:48:49,OK
Ajanta Pharmaceuticals Ltd.,Pharma,3065.2,38371.48,36.303783,25.293,,8.474772,25.393,21.5,18.6,7.53,2985.59,2748.9,3065.2,3075.43,3050.97,3028.33,3098.07,3122.53,2985.59,2748.9,Uptrend,88.24,2888.73,3241.67,AJANTPHARM.NS,2026-06-22 00:48:50,OK
Akums Drugs and Pharmaceuticals Ltd.,Pharma,604.7,9300.19,36.396046,14.84,,2.8051517,8.019,9.4,-42.6,4.77,545.66,477.71,604.7,599.45,593.8,585.9,607.35,613.0,545.66,477.71,Uptrend,23.15,558.39,651.01,AKUMS.NS,2026-06-22 00:48:50,OK
Alembic Pharmaceuticals Ltd.,Pharma,763.0,15015.46,22.245195,14.504,,2.6465492,12.356,4.3999999999999995,29.2,30.37,753.37,817.87,763.0,748.23,743.47,737.23,754.47,759.23,753.37,817.87,Sideways,20.16,722.69,803.31,APLLTD.NS,2026-06-22 00:48:51,OK
Alkem Laboratories Ltd.,Pharma,5373.5,64337.92,27.972137,20.582,,4.6569633,17.557000000000002,14.6,-22.7,8.71,5429.61,5492.17,5373.5,5360.33,5332.67,5293.33,5399.67,5427.33,5429.61,5492.17,Downtrend,110.21,5158.13,5593.93,ALKEM.NS,2026-06-22 00:48:52,OK
AstraZenca Pharma India Ltd.,Pharma,8433.5,21137.5,112.64322,79.182,,24.221018,22.825001,20.4,-23.0,14.38,8487.53,8756.7,8433.5,8511.0,8447.0,8365.0,8593.0,8657.0,8487.53,8756.7,Downtrend,196.39,8063.15,8826.29,ASTRAZEN.NS,2026-06-22 00:48:53,OK
Aurobindo Pharma Ltd.,Pharma,1497.8,86277.92,24.842611,12.318,,2.2987394,9.932999,5.6000000000000005,1.9,3.37,1441.48,1242.11,1497.8,1435.83,1423.97,1404.23,1455.57,1467.43,1441.48,1242.11,Uptrend,37.39,1423.01,1572.59,AUROPHARMA.NS,2026-06-22 00:48:54,OK
Biocon Ltd.,Pharma,415.5,67306.72,146.85513,23.256,,1.9462123,1.1469999,2.3,-72.5,5.65,396.33,381.09,415.5,412.95,410.5,407.15,416.3,418.75,396.33,381.09,Uptrend,9.61,396.28,434.72,BIOCON.NS,2026-06-22 00:48:55,OK
Blue Jet Healthcare Ltd.,Pharma,512.6,8906.58,35.905594,29.095,,6.548188,19.881001,-31.1,-41.5,50.04,455.78,509.7,512.6,515.9,501.9,492.9,524.9,538.9,455.78,509.7,Sideways,22.48,467.64,557.56,BLUEJET.NS,2026-06-22 00:48:55,OK
Caplin Point Laboratories Ltd.,Pharma,2503.5,19215.76,30.052305,23.849,,5.471577,19.939,19.0,19.400000000000002,2.21,1961.98,1906.28,2503.5,2360.13,2338.07,2316.73,2381.47,2403.53,1961.98,1906.28,Uptrend,100.14,2303.23,2703.77,CAPLIPOINT.NS,2026-06-22 00:48:56,OK
Cipla Ltd.,Pharma,1351.8,109301.47,28.193373,17.211,,3.1741712,11.736,-2.1,-54.6,18.44,1336.53,1408.92,1351.8,1356.4,1347.8,1340.1,1364.1,1372.7,1336.53,1408.92,Sideways,24.75,1302.29,1401.31,CIPLA.NS,2026-06-22 00:48:57,OK
Cohance Lifesciences Ltd.,Pharma,405.85,15558.55,87.00214,36.897,,3.982006,3.836,-26.3,-89.0,63.8,426.9,535.95,405.85,418.37,402.43,391.07,429.73,445.67,426.9,535.95,Downtrend,13.59,405.56,433.02,COHANCE.NS,2026-06-22 00:48:58,OK
Concord Biotech Ltd.,Pharma,1315.1,13757.03,53.195793,36.438,,6.842294,13.543999000000001,-24.099999999999998,-37.0,35.74,1161.29,1312.26,1315.1,1352.8,1331.4,1315.3,1368.9,1390.3,1161.29,1312.26,Sideways,62.26,1190.59,1439.61,CONCORDBIO.NS,2026-06-22 00:48:58,OK
Divi's Laboratories Ltd.,Pharma,6743.0,179178.02,70.00104,50.994,,10.682479,16.187,9.5,13.600000000000001,4.21,6586.75,6352.41,6743.0,6728.17,6674.83,6582.67,6820.33,6873.67,6586.75,6352.41,Uptrend,140.96,6461.07,7024.93,DIVISLAB.NS,2026-06-22 00:48:59,OK
Dr. Reddy's Laboratories Ltd.,Pharma,1272.1,105512.71,24.656548,15.44,,2.7982173,11.834999999999999,-11.600000000000001,-86.2,7.54,1287.46,1264.65,1272.1,1269.7,1259.5,1251.5,1277.7,1287.9,1287.46,1264.65,Sideways,20.76,1230.57,1313.63,DRREDDY.NS,2026-06-22 00:49:00,OK
Emcure Pharmaceuticals Ltd.,Pharma,1776.0,33744.23,36.429153,19.606,,6.813621,19.573,16.7,28.799999999999997,2.95,1690.24,1494.97,1776.0,1745.63,1733.27,1713.33,1765.57,1777.93,1690.24,1494.97,Uptrend,58.41,1659.19,1892.81,EMCURE.NS,2026-06-22 00:49:01,OK
Eris Lifesciences Ltd.,Pharma,1448.4,20022.97,31.976103,19.716,,5.0615973,18.068,7.1,200.0,22.75,1372.69,1475.89,1448.4,1425.27,1410.43,1390.27,1445.43,1460.27,1372.69,1475.89,Sideways,38.44,1371.51,1525.29,ERIS.NS,2026-06-22 00:49:02,OK
Gland Pharma Ltd.,Pharma,2199.0,36251.54,35.31416,20.296,,3.494872,10.532,22.3,96.39999999999999,8.22,2029.22,1861.16,2199.0,2221.97,2174.03,2145.87,2250.13,2298.07,2029.22,1861.16,Uptrend,86.11,2026.79,2371.21,GLAND.NS,2026-06-22 00:49:02,OK
Glaxosmithkline Pharmaceuticals Ltd.,Pharma,2332.0,39725.71,38.379707,28.601,,17.520266,49.113,2.1,5.7,31.68,2288.72,2440.18,2332.0,2243.43,2210.77,2155.33,2298.87,2331.53,2288.72,2440.18,Sideways,55.06,2221.87,2442.13,GLAXO.NS,2026-06-22 00:49:03,OK
Glenmark Pharmaceuticals Ltd.,Pharma,2213.6,62222.45,45.68794,13.535,,5.9195914,14.069,14.299999999999999,6575.0,10.53,2279.32,2068.64,2213.6,2150.03,2138.97,2123.93,2165.07,2176.13,2279.32,2068.64,Sideways,62.48,2165.35,2338.56,GLENMARK.NS,2026-06-22 00:49:04,OK
Granules India Ltd.,Pharma,786.9,19573.48,32.280346,16.737,,3.804547,13.522,22.8,31.3,2.16,732.57,609.98,786.9,769.17,753.48,724.87,797.78,813.47,732.57,609.98,Uptrend,23.79,739.31,834.49,GRANULES.NS,2026-06-22 00:49:05,OK
Ipca Laboratories Ltd.,Pharma,1585.8,40344.04,35.306393,20.872,,5.0023117,13.217,6.2,341.59999999999997,5.51,1554.39,1454.74,1585.8,1541.53,1532.07,1520.53,1553.07,1562.53,1554.39,1454.74,Uptrend,49.06,1487.69,1683.91,IPCALAB.NS,2026-06-22 00:49:06,OK
J.B. Chemicals & Pharmaceuticals Ltd.,Pharma,2193.5,35210.52,49.2477,31.174,,8.465646,18.688999,-4.8,-31.0,4.63,2116.72,1897.69,2193.5,2195.03,2179.17,2159.83,2214.37,2230.23,2116.72,1897.69,Uptrend,53.54,2086.43,2300.57,JBCHEPHARM.NS,2026-06-22 00:49:07,OK
Jubilant Pharmova Ltd.,Pharma,966.35,15292.28,38.420216,13.996,,2.152741,5.962,18.7,-22.400000000000002,22.57,963.86,1005.64,966.35,979.07,963.38,953.32,989.13,1004.82,963.86,1005.64,Sideways,24.84,916.67,1016.03,JUBLPHARMA.NS,2026-06-22 00:49:07,OK
Laurus Labs Ltd.,Pharma,1412.9,76240.02,86.10128,44.291,,14.376088,17.743000000000002,5.3,19.400000000000002,3.03,1271.76,1057.17,1412.9,1367.17,1354.33,1339.87,1381.63,1394.47,1271.76,1057.17,Uptrend,39.54,1333.81,1491.99,LAURUSLABS.NS,2026-06-22 00:49:08,OK
Lupin Ltd.,Pharma,2351.6,107554.81,20.208763,12.856,,4.7880363,26.906999999999996,31.900000000000002,89.0,5.71,2297.84,2156.68,2351.6,2314.73,2291.57,2256.03,2350.27,2373.43,2297.84,2156.68,Uptrend,39.44,2272.73,2430.47,LUPIN.NS,2026-06-22 00:49:09,OK
Mankind Pharma Ltd.,Pharma,2414.2,99862.43,52.168285,28.717,,6.1184983,12.452,11.799999999999999,31.7,11.09,2336.87,2278.7,2414.2,2393.43,2376.97,2347.93,2422.47,2438.93,2336.87,2278.7,Uptrend,52.59,2309.03,2519.37,MANKIND.NS,2026-06-22 00:49:10,OK
NATCO Pharma Ltd.,Pharma,889.0,15930.03,11.228381,10.097,,1.8418655,16.853,-39.6,-34.1,27.54,1055.96,925.94,889.0,880.73,865.67,847.83,898.57,913.63,1055.96,925.94,Sideways,32.51,1003.16,954.03,NATCOPHARM.NS,2026-06-22 00:49:11,OK
Neuland Laboratories Ltd.,Pharma,17345.0,22143.11,60.672855,415.879,,11.821063,,136.4,664.4,12.16,16295.74,15160.59,17345.0,17173.67,17006.33,16792.67,17387.33,17554.67,16295.74,15160.59,Uptrend,470.43,16404.14,18285.86,NEULANDLAB.NS,2026-06-22 00:49:11,OK
Onesource Specialty Pharma Ltd.,Pharma,1608.6,18405.24,,65.372,,3.1639733,-1.26,0.5,-95.3,27.93,1731.32,1648.13,1608.6,1641.63,1616.27,1581.33,1676.57,1701.93,1731.32,1648.13,Sideways,60.52,1644.75,1729.64,ONESOURCE.NS,2026-06-22 00:49:12,OK
Pfizer Ltd.,Pharma,4533.7,20696.27,28.674652,19.577,,5.377769,17.159,6.3,-39.6,22.81,4687.46,4912.06,4533.7,4529.93,4510.97,4482.63,4558.27,4577.23,4687.46,4912.06,Downtrend,94.64,4453.08,4722.99,PFIZER.NS,2026-06-22 00:49:13,OK
Piramal Pharma Ltd.,Pharma,158.9,21094.17,,27.823,,2.4540389,-4.002,-0.1,,28.05,166.15,173.19,158.9,161.71,158.14,156.08,163.77,167.34,166.15,173.19,Downtrend,5.79,157.84,170.47,PPLPHARMA.NS,2026-06-22 00:49:14,OK
Sai Life Sciences Ltd.,Pharma,1216.4,25765.67,73.97685,40.955,,10.340512,15.129999999999999,3.9,17.599999999999998,2.23,1107.02,955.07,1216.4,1207.53,1196.47,1186.13,1217.87,1228.93,1107.02,955.07,Uptrend,39.91,1136.59,1296.21,SAILIFE.NS,2026-06-22 00:49:14,OK
Sun Pharmaceutical Industries Ltd.,Pharma,1838.3,441573.6,38.502094,25.1,,5.289296,14.719999999999999,12.8,25.6,4.09,1791.42,1724.51,1838.3,1822.43,1814.87,1804.93,1832.37,1839.93,1791.42,1724.51,Uptrend,25.47,1787.36,1889.24,SUNPHARMA.NS,2026-06-22 00:49:15,OK
Syngene International Ltd.,Pharma,440.75,17757.8,56.007607,17.238,,3.6701133,6.621,1.7999999999999998,-19.5,39.51,449.41,541.14,440.75,442.53,435.77,431.23,447.07,453.83,449.41,541.14,Downtrend,12.67,426.94,466.09,SYNGENE.NS,2026-06-22 00:49:16,OK
Torrent Pharmaceuticals Ltd.,Pharma,4429.8,149738.41,69.35726,38.204,,17.73501,16.986,41.8,-21.7,5.82,4343.6,3970.02,4429.8,4453.63,4410.87,4376.23,4488.27,4531.03,4343.6,3970.02,Uptrend,109.01,4211.79,4647.81,TORNTPHARM.NS,2026-06-22 00:49:17,OK
Wockhardt Ltd.,Pharma,2011.1,32709.68,154.01683,54.753,,6.612249,4.005,26.0,,16.98,1662.79,1444.25,2011.1,2020.43,1920.87,1852.53,2088.77,2188.33,1662.79,1444.25,Uptrend,117.44,1776.21,2245.99,WOCKPHARMA.NS,2026-06-22 00:49:18,OK
Zydus Lifesciences Ltd.,Pharma,1070.8,106952.35,21.396925,15.913,,4.263356,18.318,16.2,8.7,4.38,1003.16,954.64,1070.8,1072.5,1062.5,1050.6,1084.4,1094.4,1003.16,954.64,Uptrend,23.69,1023.43,1118.17,ZYDUSLIFE.NS,2026-06-22 00:49:19,OK
ACME Solar Holdings Ltd.,Power,337.65,23907.97,41.432068,15.094,,4.050933,10.406,12.5,6.3,7.44,307.24,265.01,337.65,332.63,326.27,320.63,338.27,344.63,307.24,265.01,Uptrend,17.25,303.14,372.16,ACMESOLAR.NS,2026-06-22 00:49:19,OK
Adani Energy Solutions Ltd.,Power,1507.4,181465.76,81.47788,25.3,,7.1365805,9.659999599999999,16.8,3.5000000000000004,6.65,1401.78,1067.31,1507.4,1515.6,1491.2,1459.1,1547.7,1572.1,1401.78,1067.31,Uptrend,56.05,1395.3,1619.5,ADANIENSOL.NS,2026-06-22 00:49:20,OK
Adani Green Energy Ltd.,Power,1502.4,248064.74,156.54886,33.045,,12.859704,7.576,14.299999999999999,209.79999999999998,2.74,1350.22,1074.39,1502.4,1497.27,1474.53,1442.27,1529.53,1552.27,1350.22,1074.39,Uptrend,48.22,1405.96,1598.84,ADANIGREEN.NS,2026-06-22 00:49:21,OK
Adani Power Ltd.,Power,231.76,446826.39,34.94721,25.356,,6.8808837,20.908001000000002,-0.1,88.8,8.83,220.66,164.9,231.76,227.39,222.58,214.59,235.38,240.19,220.66,164.9,Uptrend,7.46,216.85,246.67,ADANIPOWER.NS,2026-06-22 00:49:22,OK
CESC Ltd.,Power,168.9,22402.14,14.5189,10.793,,1.788852,12.547,5.6000000000000005,17.8,17.41,178.5,165.83,168.9,170.26,168.73,166.76,172.23,173.76,178.5,165.83,Sideways,4.35,169.58,177.6,CESC.NS,2026-06-22 00:49:22,OK
Jaiprakash Power Ventures Ltd.,Power,18.06,12397.91,36.918365,15.259,,1.770925,3.6029999999999998,3.4000000000000004,,34.8,19.04,17.5,18.06,18.15,17.96,17.75,18.36,18.55,19.04,17.5,Sideways,0.64,18.09,19.34,JPPOWER.NS,2026-06-22 00:49:23,OK
JSW Energy Ltd.,Power,570.1,104738.94,44.97246,17.142,,3.2643456,8.817001,41.0,-11.700000000000001,7.34,555.79,513.2,570.1,576.4,571.2,566.85,580.75,585.95,555.79,513.2,Uptrend,17.0,536.09,604.11,JSWENERGY.NS,2026-06-22 00:49:24,OK
Nava Ltd.,Power,621.55,17703.44,22.441652,10.703,,2.185796,10.309,12.2,-44.6,15.94,638.58,599.99,621.55,608.92,603.38,599.47,612.83,618.37,638.58,599.99,Sideways,19.01,606.65,659.56,NAVA.NS,2026-06-22 00:49:25,OK
NHPC Ltd.,Power,75.82,76161.45,27.371841,25.67,,1.8425722,9.020999999999999,19.2,70.6,13.48,78.81,78.74,75.82,75.68,74.89,73.83,76.74,77.53,78.81,78.74,Sideways,2.05,74.87,79.93,NHPC.NS,2026-06-22 00:49:25,OK
NLC India Ltd.,Power,321.7,44608.1,12.660371,10.089,,2.0722485,15.966,-0.3,-12.7,17.04,323.68,272.08,321.7,320.42,314.63,305.52,329.53,335.32,323.68,272.08,Sideways,12.28,307.49,346.26,NLCINDIA.NS,2026-06-22 00:49:26,OK
NTPC Ltd.,Power,365.8,354655.59,12.019388,8.437,,1.7462902,13.694999999999999,8.0,-1.6,11.73,384.83,353.47,365.8,359.85,356.15,350.35,365.65,369.35,384.83,353.47,Sideways,8.36,365.59,382.53,NTPC.NS,2026-06-22 00:49:27,OK
NTPC Green Energy Ltd.,Power,96.04,81120.27,155.27419,45.899,,4.3490243,2.7640000000000002,46.7,-17.1,19.93,105.54,97.95,96.04,96.24,95.0,94.15,97.09,98.33,105.54,97.95,Sideways,2.16,100.26,100.36,NTPCGREEN.NS,2026-06-22 00:49:28,OK
Power Grid Corporation of India Ltd.,Power,292.25,272135.67,14.549975,10.908,,2.7069783,16.492,-5.0,9.6,10.06,302.19,283.52,292.25,287.15,284.85,281.0,291.0,293.3,302.19,283.52,Sideways,5.8,287.09,303.85,POWERGRID.NS,2026-06-22 00:49:29,OK
